# The three INPUTS of StrongRowView.gatedRate and the OUTPUT it produced, one
# line per recorded second, for three rows written by this app. Read by
# scripts/lock_snap_replay.py; every figure #193 and its pull request quote is
# derived from this file.
#
# FORMAT
#   ROW <key> <label>                       starts a row
#   REC <rate_raw> <lock_rate> <rate_base> <row_stroke_rate>
#                                           one recorded second, in timestamp
#                                           order, all four in spm
#   Lines beginning with # and blank lines are ignored.
#
# WHY FOUR COLUMNS ON ONE LINE, when scripts/fixtures/cue_work_laps.txt holds
# one series and its companion holds the other. gatedRate's ARGUMENT LIST is
# the tuple (median rate, lock period, established rate): the three are read in
# the same call, and a replay that paired a median with a lock from a different
# second would be replaying a machine that never ran. Here alignment is
# intrinsic to the line rather than checked across files. `row_stroke_rate` is
# the fourth column because it is what the call RETURNED -- it is the target
# the transcription is proved against, not a fifth input.
#
# The scoring selectors that gatedRate never sees -- step_type and
# enhanced_speed -- are NOT here. They are in the companion,
# scripts/fixtures/lock_snap_context.txt, for the reason lock_guard_speed.txt
# states for itself: a series the decision never reads must not be able to move
# a figure the decision produces.
#
# PROVENANCE, so this is reproducible from the originals with any FIT decoder:
#   source files   i183553852.fit, i178249719.fit, i174014735.fit
#   values         the developer fields of record messages (FIT global message
#                  20), in timestamp order, no lap filtering of any kind:
#                    rate_raw         developer field id 23
#                    lock_rate        developer field id 20
#                    rate_base        developer field id 24
#                    row_stroke_rate  developer field id 0
#   selection      a record is written here only if it carries ALL FOUR. That
#                  drops 1 record of i178249719's 3003 and none of the other
#                  two rows'.
#   lock period    lock_rate is the RATE. gatedRate takes a PERIOD, so the
#                  replay passes 60/lock_rate and 0.0 for no lock -- the same
#                  inverse StrongRowView.lockRateOf applies on the way out.
#   precision      float32 in the file, written here to 6 decimal places with
#                  trailing zeros stripped. Measured, not assumed: at 6 dp no
#                  record's branch decision or output moves under the shipped
#                  rule or under the guard at any tolerance in 0.07-0.15; at
#                  5 dp and at 4 dp, two records of i183553852 flip branch.
#
# ABSENCE. No record written here is MISSING any of the four columns -- that is
# what the selection rule above guarantees -- so this file needs no absence
# marker, which is stated rather than left to be noticed. A 0 is never absence
# here either; each column has its own in-band meaning for it, and they are not
# the same meaning:
#   rate_raw         0 is "the stroke ring has timed out or nothing has been
#                    measured". It is not a 0 spm cadence.
#   lock_rate        0 is LOCK_RATE_NONE, the app's NO-LOCK sentinel. A real
#                    lock is a rate in [MIN_RATE, MAX_RATE] = [6, 40], so 0 is
#                    out of band by construction (updateAutocorr searches only
#                    lags in [60/MAX_RATE, 60/MIN_RATE]).
#   rate_base        0 is RATE_BASE_NONE, "no established rate yet".
#   row_stroke_rate  0 is the app's NO-DATA sentinel: outputRate() returns 0.0
#                    when nothing has been measured and drawRate renders it
#                    "--.-". The same convention cue_work_laps.txt states.
#
# CROSS-CHECKS a reader can run against the originals, all pinned by
# scripts/test_lock_snap_replay.py:
#   records written           i183553852 3385, i178249719 3002, i174014735 2276
#   the shipped gatedRate replayed from columns 1-3 reproduces column 4 on
#                             3382/3385, 2997/3002 and 2274/2276 records
#   snaps fired (the shipped rule substituting the lock)
#                             643, 356 and 175
#   i183553852 record 2489    rate_raw 18.518518, lock_rate 6.383, output 6.383
#   i183553852 record 2503    rate_raw 10.416667, lock_rate 33.333, output
#                             33.333
#
# THE TEN RECORDS THAT DO NOT REPRODUCE ARE AN UNEXPLAINED RESIDUAL (#194),
# recorded here rather than attributed. Three of them -- i183553852 1490 and
# 3340, i178249719 2941 -- are reproduced exactly by the shipped gatedRate
# evaluated with the NEXT record's lock_rate, i.e. the recorded output is one
# lock update ahead of the recorded lock. The obvious mechanism is RULED OUT at
# source: onTick writes row_stroke_rate at source/StrongRowView.mc:1982 and the
# diagnostics at :2163-2191, both inside the one `if (mStarted && !mPaused)`
# block that opens at :1981 and closes at :2380 (verified at d2cd8a6), and
# nothing between them touches mRate or mAcPeriod. Nothing in this repository
# decodes a file this app wrote, so the cause is not answerable from here.
# scripts/lock_snap_replay.py `reproduce` prints the residual list rather than
# rounding it away, and every figure taken from this fixture is computed from
# the REPLAYED series so the residual cannot contaminate a before/after pair.
ROW i183553852 8x3' strength-endurance, the row #193 was reported from
REC 7.518816 6.818182 28.19463 7.518816
REC 7.518816 6.818182 28.19463 7.518816
REC 7.518816 6.818182 28.19463 7.518816
REC 7.518816 6.818182 28.19463 7.518816
REC 7.518816 6.818182 28.19463 7.518816
REC 7.518816 6.818182 28.19463 7.518816
REC 7.518816 0 28.19463 7.518816
REC 7.518816 0 28.19463 7.518816
REC 7.518816 0 28.19463 7.518816
REC 0 0 0 0
REC 0 0 0 0
REC 0 0 0 0
REC 0 0 0 0
REC 0 0 0 0
REC 0 37.500004 0 0
REC 0 37.500004 0 0
REC 18.987869 37.500004 37.500004 37.500004
REC 18.987869 37.500004 37.500004 37.500004
REC 18.987869 37.500004 37.500004 37.500004
REC 18.987869 37.500004 37.500004 37.500004
REC 16.48345 0 37.500004 16.48345
REC 16.48345 0 37.500004 16.48345
REC 16.48345 0 37.500004 16.48345
REC 16.48345 0 37.500004 16.48345
REC 16.48345 0 37.500004 16.48345
REC 16.48345 0 37.500004 16.48345
REC 14.562693 0 31.765676 14.562693
REC 16.48345 0 27.94512 16.48345
REC 16.48345 0 27.94512 16.48345
REC 18.987869 0 25.705807 18.987869
REC 18.987869 0 25.705807 18.987869
REC 18.987869 0 25.705807 18.987869
REC 18.987869 0 25.705807 18.987869
REC 15.957405 0 23.268707 15.957405
REC 15.957405 0 23.268707 15.957405
REC 15.957405 0 23.268707 15.957405
REC 15.957405 0 23.268707 15.957405
REC 15.957405 0 23.268707 15.957405
REC 15.957405 0 21.440882 15.957405
REC 31.912739 0 21.650318 0
REC 31.912739 0 21.650318 0
REC 31.912739 0 21.650318 0
REC 21.428198 0 21.594788 21.428198
REC 21.428198 0 21.594788 21.428198
REC 21.428198 0 21.594788 21.428198
REC 19.736589 0 21.130238 19.736589
REC 19.736589 0 21.130238 19.736589
REC 19.736589 0 21.130238 19.736589
REC 19.736589 27.27273 21.130238 19.736589
REC 19.736589 27.27273 21.130238 19.736589
REC 19.736589 27.27273 21.130238 19.736589
REC 19.736589 27.27273 21.130238 19.736589
REC 19.736589 27.27273 21.130238 19.736589
REC 0 27.27273 0 0
REC 0 27.27273 0 0
REC 6.944531 0 27.27273 6.944531
REC 6.944531 0 27.27273 6.944531
REC 6.944531 0 27.27273 6.944531
REC 6.944531 0 27.27273 6.944531
REC 6.944531 0 27.27273 6.944531
REC 6.944531 0 27.27273 6.944531
REC 6.944531 27.27273 27.27273 27.27273
REC 6.944531 27.27273 27.27273 27.27273
REC 7.40743 14.285715 27.27273 14.285715
REC 7.40743 14.285715 27.27273 14.285715
REC 7.40743 9.09091 27.27273 7.40743
REC 7.40743 9.09091 27.27273 7.40743
REC 7.40743 6.666667 27.27273 7.40743
REC 7.40743 6.666667 27.27273 7.40743
REC 7.936446 7.317074 22.43866 7.936446
REC 7.936446 7.317074 22.43866 7.936446
REC 7.936446 7.317074 22.43866 7.936446
REC 7.936446 7.317074 22.43866 7.936446
REC 7.936446 7.317074 22.43866 7.936446
REC 7.936446 7.317074 22.43866 7.936446
REC 8.52268 0 18.959665 8.52268
REC 8.52268 0 18.959665 8.52268
REC 8.52268 0 18.959665 8.52268
REC 8.52268 0 18.959665 8.52268
REC 8.52268 0 18.959665 8.52268
REC 8.52268 0 18.959665 8.52268
REC 8.52268 0 18.959665 8.52268
REC 8.52268 0 18.959665 8.52268
REC 8.52268 11.538462 18.959665 8.52268
REC 8.52268 11.538462 18.959665 8.52268
REC 8.52268 11.538462 18.959665 8.52268
REC 8.52268 11.538462 18.959665 8.52268
REC 8.52268 11.538462 18.959665 8.52268
REC 8.52268 11.538462 18.959665 8.52268
REC 8.52268 11.538462 18.959665 8.52268
REC 8.52268 11.538462 18.959665 8.52268
REC 9.202426 0 16.520355 9.202426
REC 10.135269 0 14.924084 10.135269
REC 10.135269 0 14.924084 10.135269
REC 11.363573 0 14.033957 11.363573
REC 11.363573 0 14.033957 11.363573
REC 26.785831 0 14.288994 0
REC 26.785831 0 14.288994 0
REC 26.785831 0 14.538931 0
REC 26.785831 27.27273 14.538931 26.785831
REC 26.785831 27.27273 14.538931 26.785831
REC 26.785831 27.27273 17.600657 26.785831
REC 26.785831 27.27273 17.600657 26.785831
REC 26.785831 27.27273 19.89695 26.785831
REC 26.785831 27.27273 19.89695 26.785831
REC 26.785831 27.27273 21.619171 26.785831
REC 26.785831 27.27273 21.619171 26.785831
REC 26.785831 27.27273 22.910835 26.785831
REC 26.785831 27.27273 22.910835 26.785831
REC 26.785831 27.27273 22.910835 26.785831
REC 26.315451 27.27273 23.76199 26.315451
REC 26.315451 27.27273 23.76199 26.315451
REC 24.998474 27.27273 24.07111 24.998474
REC 24.998474 28.301888 24.07111 24.998474
REC 24.998474 28.301888 24.07111 24.998474
REC 25.001017 26.881721 24.303587 25.001017
REC 25.001017 26.881721 24.303587 25.001017
REC 25.001017 26.096035 24.303587 25.001017
REC 24.998474 26.096035 24.477308 24.998474
REC 24.998474 25.64629 24.477308 24.998474
REC 24.998474 25.64629 24.607599 24.998474
REC 24.998474 25.383804 24.607599 24.998474
REC 24.998474 25.383804 24.607599 24.998474
REC 24.193739 25.228878 24.504135 24.193739
REC 24.193739 25.228878 24.504135 24.193739
REC 25.001017 25.136826 24.628355 25.001017
REC 25.001017 25.136826 24.628355 25.001017
REC 25.001017 25.081917 24.628355 25.001017
REC 23.436964 25.081917 24.330507 23.436964
REC 23.436964 25.049088 24.330507 23.436964
REC 23.436964 25.049088 24.107121 23.436964
REC 23.436964 25.02943 24.107121 23.436964
REC 23.436964 25.02943 24.107121 23.436964
REC 23.436964 24.210077 23.939581 23.436964
REC 23.436964 24.210077 23.939581 23.436964
REC 23.436964 23.743719 23.939581 23.436964
REC 22.38863 23.743719 23.551844 22.38863
REC 22.38863 23.472431 23.551844 22.38863
REC 22.38863 23.472431 23.26104 22.38863
REC 22.38863 23.312613 23.26104 22.38863
REC 22.38863 23.312613 23.26104 22.38863
REC 22.38863 23.217764 23.26104 22.38863
REC 22.057081 23.217764 22.960051 22.057081
REC 22.057081 22.467394 22.960051 22.057081
REC 22.057081 22.467394 22.734308 22.057081
REC 22.057081 22.7073 22.734308 22.057081
REC 22.057081 22.7073 22.734308 22.057081
REC 23.436964 23.571997 22.909973 23.436964
REC 23.436964 23.571997 22.909973 23.436964
REC 23.80934 24.123165 23.134815 23.80934
REC 23.80934 24.123165 23.134815 23.80934
REC 23.80934 24.466415 23.134815 23.80934
REC 23.80934 24.466415 23.303446 23.80934
REC 23.80934 23.891012 23.303446 23.80934
REC 23.80934 23.891012 23.42992 23.80934
REC 23.80934 24.322586 23.42992 23.80934
REC 23.80934 24.322586 23.42992 23.80934
REC 23.80934 24.5891 23.524775 23.80934
REC 23.80934 24.5891 23.524775 23.80934
REC 23.80934 24.751827 23.595917 23.80934
REC 23.80934 24.751827 23.595917 23.80934
REC 23.80934 24.850504 23.595917 23.80934
REC 23.80934 24.850504 23.649273 23.80934
REC 23.80934 24.109333 23.649273 23.80934
REC 23.80934 24.109333 23.689289 23.80934
REC 23.80934 24.109333 23.689289 23.80934
REC 23.80934 23.68548 23.689289 23.80934
REC 23.80934 23.68548 23.689289 23.80934
REC 23.80934 23.438246 23.719301 23.80934
REC 23.80934 23.438246 23.719301 23.80934
REC 24.193739 23.292368 23.83791 24.193739
REC 24.193739 23.292368 23.83791 24.193739
REC 24.193739 23.205709 23.926867 24.193739
REC 24.193739 23.205709 23.926867 24.193739
REC 24.193739 23.154024 23.926867 24.193739
REC 24.193739 23.154024 23.926867 24.193739
REC 24.193739 23.123123 23.993584 24.193739
REC 24.193739 23.123123 23.993584 24.193739
REC 23.439199 23.104622 23.854988 23.439199
REC 23.439199 23.104622 23.854988 23.439199
REC 23.439199 23.093534 23.751041 23.439199
REC 23.439199 23.093534 23.751041 23.439199
REC 23.439199 23.086887 23.751041 23.439199
REC 23.439199 23.086887 23.67308 23.439199
REC 23.439199 23.082901 23.67308 23.439199
REC 23.80934 23.082901 23.707146 23.80934
REC 23.80934 23.813343 23.707146 23.80934
REC 26.785831 23.813343 24.476818 26.785831
REC 26.785831 24.274227 24.476818 26.785831
REC 28.300322 24.274227 25.432693 28.300322
REC 28.300322 25.390869 25.432693 28.300322
REC 28.300322 25.390869 25.432693 28.300322
REC 28.300322 26.111565 26.149601 28.300322
REC 28.300322 26.111565 26.149601 28.300322
REC 26.785831 26.563959 26.308659 26.785831
REC 26.785831 26.563959 26.308659 26.785831
REC 26.785831 26.843002 26.308659 26.785831
REC 27.775768 26.843002 26.675436 27.775768
REC 27.775768 27.013258 26.675436 27.775768
REC 27.775768 27.013258 26.95052 27.775768
REC 27.775768 27.116451 26.95052 27.775768
REC 26.31827 27.116451 26.792458 26.31827
REC 26.31827 27.178747 26.792458 26.31827
REC 27.775768 27.178747 27.038284 27.775768
REC 27.775768 27.216261 27.038284 27.775768
REC 27.775768 27.216261 27.038284 27.775768
REC 27.775768 28.265373 27.038284 27.775768
REC 27.775768 28.265373 27.222656 27.775768
REC 27.775768 27.85977 27.222656 27.775768
REC 28.303581 27.85977 27.492887 28.303581
REC 28.303581 27.621944 27.492887 28.303581
REC 26.785831 27.621944 27.316124 26.785831
REC 26.785831 26.50983 27.316124 26.785831
REC 26.785831 26.50983 27.316124 26.785831
REC 26.785831 25.884531 27.183552 26.785831
REC 26.785831 25.884531 27.183552 26.785831
REC 22.059061 24.683311 25.90243 22.059061
REC 22.059061 24.683311 25.90243 22.059061
REC 22.059061 24.014647 25.90243 22.059061
REC 22.059061 24.014647 24.941587 22.059061
REC 22.059061 23.630558 24.941587 22.059061
REC 22.059061 23.630558 24.941587 22.059061
REC 22.059061 23.405947 24.941587 22.059061
REC 22.059061 23.405947 24.941587 22.059061
REC 22.059061 22.572763 24.941587 22.059061
REC 21.739054 22.572763 24.140953 21.739054
REC 21.739054 22.100731 24.140953 21.739054
REC 21.739054 22.100731 23.540478 21.739054
REC 21.739054 21.826872 23.540478 21.739054
REC 22.059061 21.826872 23.170124 22.059061
REC 22.059061 23.721575 23.170124 22.059061
REC 22.059061 23.721575 23.170124 22.059061
REC 20.548494 25.024963 22.514717 20.548494
REC 20.548494 25.024963 22.514717 20.548494
REC 20.548494 25.878092 22.514717 20.548494
REC 20.548494 25.878092 22.514717 20.548494
REC 20.548494 26.418474 22.514717 20.548494
REC 18.987869 26.418474 21.633005 18.987869
REC 18.987869 26.753674 21.633005 18.987869
REC 25.425201 26.753674 22.581055 25.425201
REC 25.425201 26.958906 22.581055 25.425201
REC 25.001017 26.958906 23.186045 25.001017
REC 25.001017 25.259268 23.186045 25.001017
REC 25.001017 25.259268 23.186045 25.001017
REC 25.001017 24.338604 23.186045 25.001017
REC 25.001017 24.338604 23.186045 25.001017
REC 0 23.817732 0 0
REC 0 23.817732 0 0
REC 0 23.515774 0 0
REC 0 23.515774 0 0
REC 6.521601 23.338245 23.515774 23.338245
REC 6.521601 23.338245 23.515774 23.338245
REC 10.830249 23.233009 23.471392 23.233009
REC 10.830249 23.233009 23.471392 23.233009
REC 10.830249 21.205015 23.471392 21.205015
REC 10.830249 21.205015 23.471392 21.205015
REC 0 37.500004 0 0
REC 0 37.500004 0 0
REC 0 34.090912 0 0
REC 0 34.090912 0 0
REC 7.317117 6.818182 34.090912 7.317117
REC 7.317117 6.818182 34.090912 7.317117
REC 7.317117 6.818182 34.090912 7.317117
REC 7.317117 6.818182 34.090912 7.317117
REC 7.317117 6.818182 34.090912 7.317117
REC 7.317117 6.818182 34.090912 7.317117
REC 7.317117 0 34.090912 7.317117
REC 7.317117 0 34.090912 7.317117
REC 7.317117 0 34.090912 7.317117
REC 7.317117 0 34.090912 7.317117
REC 6.711362 0 27.246025 6.711362
REC 6.711362 0 27.246025 6.711362
REC 7.317117 0 22.263798 7.317117
REC 12.29507 0 19.771616 12.29507
REC 12.29507 0 19.771616 12.29507
REC 12.29507 0 19.771616 12.29507
REC 12.29507 0 19.771616 12.29507
REC 14.422535 0 18.434345 14.422535
REC 14.422535 0 18.434345 14.422535
REC 38.460094 0 18.83486 0
REC 38.460094 0 18.83486 0
REC 38.460094 0 18.83486 0
REC 38.460094 0 18.83486 0
REC 38.460094 0 19.227364 0
REC 38.460094 0 19.227364 0
REC 34.090721 0 19.524632 0
REC 34.090721 0 19.524632 0
REC 34.090721 0 20.033281 0
REC 34.090721 0 20.033281 0
REC 34.090721 0 20.033281 0
REC 34.090721 0 20.033281 0
REC 0 0 0 0
REC 0 0 0 0
REC 0 0 0 0
REC 0 0 0 0
REC 8.196645 0 8.196645 8.196645
REC 8.196645 0 8.196645 8.196645
REC 8.196645 0 8.196645 8.196645
REC 8.196645 0 8.196645 8.196645
REC 8.196645 0 8.196645 8.196645
REC 10.16945 0 8.689846 10.16945
REC 10.16945 37.500004 8.689846 37.500004
REC 10.16945 37.500004 8.689846 37.500004
REC 10.16945 37.500004 8.689846 37.500004
REC 10.16945 37.500004 8.689846 37.500004
REC 12.195315 37.500004 15.892385 37.500004
REC 12.195315 37.500004 15.892385 37.500004
REC 12.195315 37.500004 15.892385 37.500004
REC 12.195315 37.500004 15.892385 37.500004
REC 12.195315 37.500004 15.892385 37.500004
REC 12.195315 37.500004 15.892385 37.500004
REC 12.195315 37.500004 15.892385 37.500004
REC 12.195315 37.500004 15.892385 37.500004
REC 12.195315 37.500004 15.892385 37.500004
REC 12.195315 37.500004 15.892385 37.500004
REC 12.195315 37.500004 15.892385 37.500004
REC 0 37.500004 0 0
REC 0 0 0 0
REC 0 0 0 0
REC 0 37.500004 0 0
REC 0 37.500004 0 0
REC 0 18.750002 0 0
REC 0 18.750002 0 0
REC 0 11.538462 0 0
REC 0 11.538462 0 0
REC 0 8.333334 0 0
REC 0 8.333334 0 0
REC 0 7.5 0 0
REC 0 7.5 0 0
REC 0 7.5 0 0
REC 0 7.5 0 0
REC 0 7.5 0 0
REC 0 7.5 0 0
REC 0 0 0 0
REC 0 0 0 0
REC 0 0 0 0
REC 0 0 0 0
REC 0 30.000002 0 0
REC 0 30.000002 0 0
REC 0 30.000002 0 0
REC 0 30.000002 0 0
REC 0 30.000002 0 0
REC 39.473179 30.000002 30.000002 30.000002
REC 39.473179 30.000002 30.000002 30.000002
REC 39.473179 30.000002 30.000002 30.000002
REC 23.436964 32.608696 28.359241 23.436964
REC 23.436964 32.608696 28.359241 23.436964
REC 39.473179 34.403671 31.137726 39.473179
REC 39.473179 34.403671 31.137726 39.473179
REC 39.473179 34.403671 31.137726 39.473179
REC 39.473179 34.403671 31.137726 39.473179
REC 0 34.403671 0 0
REC 0 34.403671 0 0
REC 10.344741 0 34.403671 10.344741
REC 16.39329 0 29.901075 16.39329
REC 16.39329 0 29.901075 16.39329
REC 16.39329 0 29.901075 16.39329
REC 16.39329 0 29.901075 16.39329
REC 0 0 0 0
REC 0 0 0 0
REC 0 0 0 0
REC 0 37.500004 0 0
REC 0 37.500004 0 0
REC 0 37.500004 0 0
REC 0 37.500004 0 0
REC 0 37.500004 0 0
REC 0 37.500004 0 0
REC 0 37.500004 0 0
REC 0 37.500004 0 0
REC 0 21.428574 0 0
REC 0 21.428574 0 0
REC 29.411201 12.500001 21.428574 12.500001
REC 29.411201 12.500001 21.428574 12.500001
REC 29.411201 12.500001 21.428574 12.500001
REC 29.411201 12.500001 21.428574 12.500001
REC 29.411201 12.500001 21.428574 12.500001
REC 0 12.500001 0 0
REC 0 0 0 0
REC 0 0 0 0
REC 8.241725 0 8.241725 8.241725
REC 13.636288 0 9.590365 13.636288
REC 13.636288 0 9.590365 13.636288
REC 28.848457 0 9.975527 0
REC 28.848457 0 9.975527 0
REC 28.848457 0 9.975527 0
REC 24.590754 0 10.267832 0
REC 24.590754 0 10.267832 0
REC 24.590754 27.27273 10.267832 24.590754
REC 24.590754 27.27273 10.267832 24.590754
REC 24.590754 27.27273 10.267832 24.590754
REC 21.428198 27.27273 13.057923 21.428198
REC 21.428198 27.27273 13.057923 21.428198
REC 21.428198 27.27273 13.057923 21.428198
REC 21.428198 27.27273 13.057923 21.428198
REC 21.428198 27.27273 15.150492 21.428198
REC 21.428198 27.27273 15.150492 21.428198
REC 21.428198 6 16.719917 6
REC 21.428198 6 16.719917 6
REC 21.428198 6 16.719917 6
REC 21.428198 6 16.719917 6
REC 0 6 0 0
REC 0 6 0 0
REC 8.379992 0 8.379992 8.379992
REC 8.379992 0 8.379992 8.379992
REC 13.274279 23.076923 12.054224 23.076923
REC 13.274279 23.076923 12.054224 23.076923
REC 13.274279 23.076923 12.054224 23.076923
REC 13.274279 23.076923 12.054224 23.076923
REC 17.647566 23.076923 13.452559 17.647566
REC 17.647566 23.076923 13.452559 17.647566
REC 22.727146 14.285715 15.771206 14.285715
REC 22.727146 14.285715 15.771206 14.285715
REC 22.727146 14.285715 15.771206 14.285715
REC 22.727146 14.285715 15.771206 14.285715
REC 17.647566 14.285715 16.240295 17.647566
REC 17.647566 14.285715 16.240295 17.647566
REC 17.647566 0 16.240295 17.647566
REC 20 0 17.180222 20
REC 20 0 17.180222 20
REC 20 0 17.180222 20
REC 19.736589 21.428574 17.819313 19.736589
REC 19.736589 21.428574 17.819313 19.736589
REC 20 21.428574 18.364485 20
REC 20 21.428574 18.364485 20
REC 20 22.727274 18.364485 20
REC 20 22.727274 18.773363 20
REC 20 24.350653 18.773363 20
REC 25.422571 24.350653 20.435665 25.422571
REC 25.422571 24.606302 20.435665 25.422571
REC 25.422571 24.606302 20.435665 25.422571
REC 25.422571 24.762283 21.682392 25.422571
REC 25.422571 24.762283 21.682392 25.422571
REC 25.422571 24.856827 22.617437 25.422571
REC 25.422571 24.856827 22.617437 25.422571
REC 25.422571 24.9139 22.617437 25.422571
REC 25.422571 24.9139 23.318722 25.422571
REC 25.422571 24.948271 23.318722 25.422571
REC 25.425201 24.948271 23.845341 25.425201
REC 25.425201 25.828829 23.845341 25.425201
REC 25.425201 25.828829 24.240307 25.425201
REC 25.425201 26.387646 24.240307 25.425201
REC 25.425201 26.387646 24.240307 25.425201
REC 25.425201 25.814505 24.53653 25.425201
REC 25.425201 25.814505 24.53653 25.425201
REC 25.425201 25.482414 24.758698 25.425201
REC 25.425201 25.482414 24.758698 25.425201
REC 25.425201 25.287233 24.758698 25.425201
REC 24.590754 25.287233 24.716711 24.590754
REC 24.590754 25.171553 24.716711 24.590754
REC 24.193739 25.171553 24.585968 24.193739
REC 24.193739 25.102652 24.585968 24.193739
REC 24.193739 25.102652 24.585968 24.193739
REC 23.436964 24.251129 24.298717 23.436964
REC 23.436964 24.251129 24.298717 23.436964
REC 23.436964 23.767393 24.298717 23.436964
REC 23.436964 23.767393 24.083279 23.436964
REC 23.436964 23.486307 24.083279 23.436964
REC 23.436964 23.486307 23.9217 23.436964
REC 23.436964 23.320824 23.9217 23.436964
REC 23.436964 23.320824 23.800516 23.436964
REC 23.436964 23.222649 23.800516 23.436964
REC 23.436964 23.222649 23.800516 23.436964
REC 23.436964 23.164139 23.709629 23.436964
REC 23.436964 23.164139 23.709629 23.436964
REC 23.436964 23.129173 23.709629 23.436964
REC 23.436964 23.129173 23.641462 23.436964
REC 23.436964 23.108246 23.641462 23.436964
REC 23.80934 23.108246 23.683432 23.80934
REC 23.80934 23.095707 23.683432 23.80934
REC 23.80934 23.095707 23.683432 23.80934
REC 23.439199 23.08819 23.622374 23.439199
REC 23.439199 23.08819 23.622374 23.439199
REC 23.439199 23.083683 23.622374 23.439199
REC 23.439199 23.083683 23.57658 23.439199
REC 23.439199 23.080978 23.57658 23.439199
REC 23.439199 23.080978 23.542234 23.439199
REC 23.439199 23.079357 23.542234 23.439199
REC 23.439199 23.079357 23.542234 23.439199
REC 23.439199 23.078384 23.516476 23.439199
REC 23.439199 23.078384 23.516476 23.439199
REC 23.439199 23.077801 23.516476 23.439199
REC 22.726095 23.077801 23.31888 22.726095
REC 22.726095 23.077448 23.31888 22.726095
REC 22.726095 23.077448 23.31888 22.726095
REC 22.726095 23.07724 23.31888 22.726095
REC 22.726095 23.07724 23.31888 22.726095
REC 21.739054 23.077112 22.923923 21.739054
REC 21.739054 23.077112 22.923923 21.739054
REC 21.739054 7.142858 22.923923 7.142858
REC 21.739054 7.142858 22.923923 7.142858
REC 21.739054 7.142858 22.923923 7.142858
REC 21.739054 7.142858 22.923923 7.142858
REC 18.071917 25.000002 18.978657 18.071917
REC 18.071917 25.000002 18.978657 18.071917
REC 18.071917 24.19355 18.978657 18.071917
REC 18.071917 24.19355 18.751972 18.071917
REC 18.071917 23.734179 18.751972 18.071917
REC 18.071917 23.734179 18.751972 18.071917
REC 21.126106 23.466835 19.345505 21.126106
REC 21.126106 23.466835 19.345505 21.126106
REC 21.126106 23.309299 19.345505 21.126106
REC 21.126106 23.309299 19.790655 21.126106
REC 21.126106 23.957376 19.790655 21.126106
REC 22.386591 23.957376 20.43964 22.386591
REC 22.386591 23.597254 20.43964 22.386591
REC 22.386591 23.597254 20.43964 22.386591
REC 22.38863 23.38633 20.926888 22.38863
REC 22.38863 23.38633 20.926888 22.38863
REC 23.078224 23.261578 21.464722 23.078224
REC 23.078224 23.261578 21.464722 23.078224
REC 23.078224 23.261578 21.464722 23.078224
REC 24.193739 23.187363 22.146976 24.193739
REC 24.193739 23.187363 22.146976 24.193739
REC 25.864029 23.879932 23.076241 25.864029
REC 25.864029 23.879932 23.076241 25.864029
REC 27.775768 25.130451 24.251122 27.775768
REC 27.775768 25.130451 24.251122 27.775768
REC 27.775768 25.945665 25.132282 27.775768
REC 27.775768 25.945665 25.132282 27.775768
REC 27.273333 26.460686 25.667545 27.273333
REC 27.273333 26.460686 25.667545 27.273333
REC 27.273333 26.779631 25.667545 27.273333
REC 27.273333 26.779631 25.667545 27.273333
REC 25.864029 26.974716 25.716667 25.864029
REC 25.864029 26.974716 25.716667 25.864029
REC 24.193739 27.093138 25.335936 24.193739
REC 24.193739 27.093138 25.335936 24.193739
REC 24.193739 27.164688 25.335936 24.193739
REC 24.193739 27.164688 25.050386 24.193739
REC 24.193739 27.207802 25.050386 24.193739
REC 24.193739 27.207802 25.050386 24.193739
REC 20.548494 20.000002 23.924913 20.548494
REC 20.548494 20.000002 23.924913 20.548494
REC 20.548494 20.000002 23.924913 20.548494
REC 20.548494 20.000002 23.924913 20.548494
REC 20.548494 7.317073 23.924913 7.317073
REC 20.548494 7.317073 23.924913 7.317073
REC 18.986403 27.27273 19.772953 27.27273
REC 18.986403 27.27273 19.772953 27.27273
REC 24.193739 7.692308 20.878149 7.692308
REC 24.193739 7.692308 20.878149 7.692308
REC 24.193739 18.750002 20.878149 24.193739
REC 23.436964 18.750002 21.517853 23.436964
REC 23.436964 18.750002 21.517853 23.436964
REC 23.436964 18.750002 21.997631 23.436964
REC 23.436964 21.428574 21.997631 23.436964
REC 25.425201 21.428574 22.854523 25.425201
REC 25.425201 22.727274 22.854523 25.425201
REC 25.425201 22.727274 23.497192 25.425201
REC 25.425201 23.584906 23.497192 25.425201
REC 25.425201 23.584906 23.979195 25.425201
REC 25.425201 24.131275 23.979195 25.425201
REC 29.411201 24.131275 25.337196 29.411201
REC 29.411201 24.471418 25.337196 29.411201
REC 29.411201 24.471418 25.337196 29.411201
REC 29.411201 24.680145 25.337196 29.411201
REC 29.411201 24.680145 26.355698 29.411201
REC 29.411201 26.564398 26.355698 29.411201
REC 25.422571 26.564398 26.122416 25.422571
REC 25.422571 27.839678 26.122416 25.422571
REC 25.422571 27.839678 26.122416 25.422571
REC 23.80934 27.839678 25.544147 23.80934
REC 23.80934 27.839678 25.544147 23.80934
REC 23.80934 27.839678 25.544147 23.80934
REC 22.386591 27.839678 24.754759 22.386591
REC 22.386591 25.716654 24.754759 22.386591
